code_insee_region;consommation_brute_electricite_rte;consommation_brute_gaz_grtgaz;consommation_brute_gaz_terega;consommation_brute_gaz_totale;consommation_brute_totale;date;date_heure;heure;region;statut_grtgaz;statut_rte;statut_terega
24;nan;nan;nan;nan;nan;2013-01-01;20130101000000;00:00;Centre-Val de Loire;nan;nan;nan
75;nan;nan;1775.0;nan;nan;2013-01-01;20130101000000;00:00;Nouvelle-Aquitaine;nan;nan;Définitif
11;9134.0;nan;nan;nan;nan;2013-01-01;20130101003000;00:30;Île-de-France;nan;Définitif;nan
24;2476.0;nan;nan;nan;nan;2013-01-01;20130101003000;00:30;Centre-Val de Loire;nan;Définitif;nan
76;5228.0;nan;nan;nan;nan;2013-01-01;20130101003000;00:30;Occitanie;nan;Définitif;nan
24;2319.0;nan;nan;nan;nan;2013-01-01;20130101010000;01:00;Centre-Val de Loire;nan;Définitif;nan
84;7944.0;nan;35.0;nan;nan;2013-01-01;20130101010000;01:00;Auvergne-Rhône-Alpes;nan;Définitif;Définitif
93;5698.0;nan;nan;nan;nan;2013-01-01;20130101010000;01:00;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
24;2560.0;nan;nan;nan;nan;2013-01-01;20130101013000;01:30;Centre-Val de Loire;nan;Définitif;nan
28;3570.0;nan;nan;nan;nan;2013-01-01;20130101013000;01:30;Normandie;nan;Définitif;nan
53;2735.0;nan;nan;nan;nan;2013-01-01;20130101013000;01:30;Bretagne;nan;Définitif;nan
24;2395.0;nan;nan;nan;nan;2013-01-01;20130101020000;02:00;Centre-Val de Loire;nan;Définitif;nan
28;3569.0;nan;nan;nan;nan;2013-01-01;20130101020000;02:00;Normandie;nan;Définitif;nan
75;5443.0;nan;1760.0;nan;nan;2013-01-01;20130101020000;02:00;Nouvelle-Aquitaine;nan;Définitif;Définitif
76;4881.0;nan;1954.0;nan;nan;2013-01-01;20130101020000;02:00;Occitanie;nan;Définitif;Définitif
24;2328.0;nan;nan;nan;nan;2013-01-01;20130101023000;02:30;Centre-Val de Loire;nan;Définitif;nan
44;4855.0;nan;nan;nan;nan;2013-01-01;20130101023000;02:30;Grand Est;nan;Définitif;nan
52;3146.0;nan;nan;nan;nan;2013-01-01;20130101023000;02:30;Pays de la Loire;nan;Définitif;nan
28;3148.0;nan;nan;nan;nan;2013-01-01;20130101033000;03:30;Normandie;nan;Définitif;nan
52;2797.0;nan;nan;nan;nan;2013-01-01;20130101033000;03:30;Pays de la Loire;nan;Définitif;nan
28;3069.0;nan;nan;nan;nan;2013-01-01;20130101040000;04:00;Normandie;nan;Définitif;nan
93;4926.0;nan;nan;nan;nan;2013-01-01;20130101040000;04:00;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
11;7378.0;nan;nan;nan;nan;2013-01-01;20130101043000;04:30;Île-de-France;nan;Définitif;nan
28;2994.0;nan;nan;nan;nan;2013-01-01;20130101043000;04:30;Normandie;nan;Définitif;nan
44;4343.0;nan;nan;nan;nan;2013-01-01;20130101043000;04:30;Grand Est;nan;Définitif;nan
53;2336.0;nan;nan;nan;nan;2013-01-01;20130101043000;04:30;Bretagne;nan;Définitif;nan
28;2982.0;nan;nan;nan;nan;2013-01-01;20130101050000;05:00;Normandie;nan;Définitif;nan
53;2277.0;nan;nan;nan;nan;2013-01-01;20130101050000;05:00;Bretagne;nan;Définitif;nan
84;7183.0;nan;nan;nan;nan;2013-01-01;20130101053000;05:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
93;4869.0;nan;nan;nan;nan;2013-01-01;20130101053000;05:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
28;2972.0;6213.0;nan;6213.0;9185.0;2013-01-01;20130101060000;06:00;Normandie;Définitif;Définitif;nan
44;4291.0;nan;nan;nan;nan;2013-01-01;20130101063000;06:30;Grand Est;nan;Définitif;nan
53;2338.0;nan;nan;nan;nan;2013-01-01;20130101063000;06:30;Bretagne;nan;Définitif;nan
24;2065.0;2602.0;nan;2602.0;4667.0;2013-01-01;20130101070000;07:00;Centre-Val de Loire;Définitif;Définitif;nan
44;4281.0;nan;nan;nan;nan;2013-01-01;20130101073000;07:30;Grand Est;nan;Définitif;nan
52;2706.0;nan;nan;nan;nan;2013-01-01;20130101073000;07:30;Pays de la Loire;nan;Définitif;nan
84;6726.0;nan;nan;nan;nan;2013-01-01;20130101073000;07:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
93;4696.0;nan;nan;nan;nan;2013-01-01;20130101073000;07:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
24;2011.0;2546.0;nan;2546.0;4557.0;2013-01-01;20130101080000;08:00;Centre-Val de Loire;Définitif;Définitif;nan
53;2390.0;2262.0;nan;2262.0;4652.0;2013-01-01;20130101080000;08:00;Bretagne;Définitif;Définitif;nan
32;4908.0;nan;nan;nan;nan;2013-01-01;20130101083000;08:30;Hauts-de-France;nan;Définitif;nan
53;2424.0;nan;nan;nan;nan;2013-01-01;20130101083000;08:30;Bretagne;nan;Définitif;nan
75;4384.0;nan;nan;nan;nan;2013-01-01;20130101083000;08:30;Nouvelle-Aquitaine;nan;Définitif;nan
27;2079.0;3762.0;nan;3762.0;5841.0;2013-01-01;20130101090000;09:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
53;2398.0;2316.0;nan;2316.0;4714.0;2013-01-01;20130101090000;09:00;Bretagne;Définitif;Définitif;nan
93;4761.0;5043.0;nan;5043.0;9804.0;2013-01-01;20130101090000;09:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
44;4132.0;nan;nan;nan;nan;2013-01-01;20130101093000;09:30;Grand Est;nan;Définitif;nan
27;2201.0;3777.0;nan;3777.0;5978.0;2013-01-01;20130101100000;10:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
52;2644.0;3236.0;nan;3236.0;5880.0;2013-01-01;20130101100000;10:00;Pays de la Loire;Définitif;Définitif;nan
53;2431.0;2308.0;nan;2308.0;4739.0;2013-01-01;20130101100000;10:00;Bretagne;Définitif;Définitif;nan
24;2027.0;nan;nan;nan;nan;2013-01-01;20130101103000;10:30;Centre-Val de Loire;nan;Définitif;nan
44;4416.0;9220.0;nan;9220.0;13636.0;2013-01-01;20130101110000;11:00;Grand Est;Définitif;Définitif;nan
75;4743.0;2393.0;2367.0;4760.0;9503.0;2013-01-01;20130101110000;11:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
76;4405.0;1296.0;2716.0;4012.0;8417.0;2013-01-01;20130101110000;11:00;Occitanie;Définitif;Définitif;Définitif
24;2087.0;nan;nan;nan;nan;2013-01-01;20130101113000;11:30;Centre-Val de Loire;nan;Définitif;nan
53;2482.0;nan;nan;nan;nan;2013-01-01;20130101113000;11:30;Bretagne;nan;Définitif;nan
84;7503.0;nan;nan;nan;nan;2013-01-01;20130101113000;11:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
53;2505.0;2126.0;nan;2126.0;4631.0;2013-01-01;20130101120000;12:00;Bretagne;Définitif;Définitif;nan
84;7631.0;8263.0;55.0;8318.0;15949.0;2013-01-01;20130101120000;12:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
93;5667.0;nan;nan;nan;nan;2013-01-01;20130101123000;12:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
44;4960.0;8895.0;nan;8895.0;13855.0;2013-01-01;20130101130000;13:00;Grand Est;Définitif;Définitif;nan
53;2699.0;2012.0;nan;2012.0;4711.0;2013-01-01;20130101130000;13:00;Bretagne;Définitif;Définitif;nan
93;5672.0;4944.0;nan;4944.0;10616.0;2013-01-01;20130101130000;13:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
93;5679.0;nan;nan;nan;nan;2013-01-01;20130101133000;13:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
11;8458.0;2876.0;nan;2876.0;11334.0;2013-01-01;20130101140000;14:00;Île-de-France;Définitif;Définitif;nan
28;3124.0;5913.0;nan;5913.0;9037.0;2013-01-01;20130101140000;14:00;Normandie;Définitif;Définitif;nan
44;4754.0;8701.0;nan;8701.0;13455.0;2013-01-01;20130101140000;14:00;Grand Est;Définitif;Définitif;nan
27;2283.0;3466.0;nan;3466.0;5749.0;2013-01-01;20130101150000;15:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
28;3025.0;6039.0;nan;6039.0;9064.0;2013-01-01;20130101150000;15:00;Normandie;Définitif;Définitif;nan
53;2325.0;nan;nan;nan;nan;2013-01-01;20130101153000;15:30;Bretagne;nan;Définitif;nan
75;4581.0;nan;nan;nan;nan;2013-01-01;20130101153000;15:30;Nouvelle-Aquitaine;nan;Définitif;nan
28;3010.0;6183.0;nan;6183.0;9193.0;2013-01-01;20130101160000;16:00;Normandie;Définitif;Définitif;nan
53;2311.0;2153.0;nan;2153.0;4464.0;2013-01-01;20130101160000;16:00;Bretagne;Définitif;Définitif;nan
84;7400.0;8009.0;54.0;8063.0;15463.0;2013-01-01;20130101160000;16:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
93;5377.0;4933.0;nan;4933.0;10310.0;2013-01-01;20130101160000;16:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
32;5135.0;nan;nan;nan;nan;2013-01-01;20130101163000;16:30;Hauts-de-France;nan;Définitif;nan
93;5298.0;nan;nan;nan;nan;2013-01-01;20130101163000;16:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
32;5293.0;9753.0;nan;9753.0;15046.0;2013-01-01;20130101170000;17:00;Hauts-de-France;Définitif;Définitif;nan
53;2404.0;2261.0;nan;2261.0;4665.0;2013-01-01;20130101170000;17:00;Bretagne;Définitif;Définitif;nan
75;4467.0;2465.0;2352.0;4817.0;9284.0;2013-01-01;20130101170000;17:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
76;4373.0;1257.0;2628.0;3885.0;8258.0;2013-01-01;20130101170000;17:00;Occitanie;Définitif;Définitif;Définitif
27;2402.0;nan;nan;nan;nan;2013-01-01;20130101173000;17:30;Bourgogne-Franche-Comté;nan;Définitif;nan
28;3356.0;nan;nan;nan;nan;2013-01-01;20130101173000;17:30;Normandie;nan;Définitif;nan
32;5589.0;nan;nan;nan;nan;2013-01-01;20130101173000;17:30;Hauts-de-France;nan;Définitif;nan
44;4953.0;nan;nan;nan;nan;2013-01-01;20130101173000;17:30;Grand Est;nan;Définitif;nan
75;4737.0;nan;nan;nan;nan;2013-01-01;20130101173000;17:30;Nouvelle-Aquitaine;nan;Définitif;nan
76;4483.0;nan;nan;nan;nan;2013-01-01;20130101173000;17:30;Occitanie;nan;Définitif;nan
44;5022.0;9188.0;nan;9188.0;14210.0;2013-01-01;20130101180000;18:00;Grand Est;Définitif;Définitif;nan
84;8080.0;nan;nan;nan;nan;2013-01-01;20130101183000;18:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
93;5792.0;nan;nan;nan;nan;2013-01-01;20130101183000;18:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
27;2653.0;3657.0;nan;3657.0;6310.0;2013-01-01;20130101190000;19:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
53;2955.0;2277.0;nan;2277.0;5232.0;2013-01-01;20130101190000;19:00;Bretagne;Définitif;Définitif;nan
84;8192.0;8107.0;52.0;8159.0;16351.0;2013-01-01;20130101190000;19:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
93;5865.0;5100.0;nan;5100.0;10965.0;2013-01-01;20130101190000;19:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
32;6063.0;nan;nan;nan;nan;2013-01-01;20130101193000;19:30;Hauts-de-France;nan;Définitif;nan
93;5948.0;nan;nan;nan;nan;2013-01-01;20130101193000;19:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
53;2964.0;2246.0;nan;2246.0;5210.0;2013-01-01;20130101200000;20:00;Bretagne;Définitif;Définitif;nan
76;5185.0;1244.0;2541.0;3785.0;8970.0;2013-01-01;20130101200000;20:00;Occitanie;Définitif;Définitif;Définitif
84;8159.0;7904.0;49.0;7953.0;16112.0;2013-01-01;20130101200000;20:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
52;3293.0;nan;nan;nan;nan;2013-01-01;20130101203000;20:30;Pays de la Loire;nan;Définitif;nan
76;5051.0;nan;nan;nan;nan;2013-01-01;20130101203000;20:30;Occitanie;nan;Définitif;nan
93;5852.0;nan;nan;nan;nan;2013-01-01;20130101203000;20:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
52;3212.0;3349.0;nan;3349.0;6561.0;2013-01-01;20130101210000;21:00;Pays de la Loire;Définitif;Définitif;nan
75;5484.0;2494.0;2267.0;4761.0;10245.0;2013-01-01;20130101210000;21:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
93;5664.0;4872.0;nan;4872.0;10536.0;2013-01-01;20130101210000;21:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
28;3823.0;nan;nan;nan;nan;2013-01-01;20130101213000;21:30;Normandie;nan;Définitif;nan
32;5789.0;nan;nan;nan;nan;2013-01-01;20130101213000;21:30;Hauts-de-France;nan;Définitif;nan
44;4974.0;nan;nan;nan;nan;2013-01-01;20130101213000;21:30;Grand Est;nan;Définitif;nan
11;9308.0;3117.0;nan;3117.0;12425.0;2013-01-01;20130101220000;22:00;Île-de-France;Définitif;Définitif;nan
24;2459.0;2498.0;nan;2498.0;4957.0;2013-01-01;20130101220000;22:00;Centre-Val de Loire;Définitif;Définitif;nan
32;5790.0;8647.0;nan;8647.0;14437.0;2013-01-01;20130101220000;22:00;Hauts-de-France;Définitif;Définitif;nan
24;2502.0;nan;nan;nan;nan;2013-01-01;20130101223000;22:30;Centre-Val de Loire;nan;Définitif;nan
27;2561.0;nan;nan;nan;nan;2013-01-01;20130101223000;22:30;Bourgogne-Franche-Comté;nan;Définitif;nan
53;2774.0;nan;nan;nan;nan;2013-01-01;20130101223000;22:30;Bretagne;nan;Définitif;nan
32;5783.0;8085.0;nan;8085.0;13868.0;2013-01-01;20130101230000;23:00;Hauts-de-France;Définitif;Définitif;nan
44;4963.0;7841.0;nan;7841.0;12804.0;2013-01-01;20130101230000;23:00;Grand Est;Définitif;Définitif;nan
28;3800.0;nan;nan;nan;nan;2013-01-01;20130101233000;23:30;Normandie;nan;Définitif;nan
27;2301.0;3196.0;nan;3196.0;5497.0;2013-02-01;20130102000000;00:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
52;3671.0;3135.0;nan;3135.0;6806.0;2013-02-01;20130102000000;00:00;Pays de la Loire;Définitif;Définitif;nan
76;5152.0;943.0;2047.0;2990.0;8142.0;2013-02-01;20130102000000;00:00;Occitanie;Définitif;Définitif;Définitif
32;5951.0;nan;nan;nan;nan;2013-02-01;20130102003000;00:30;Hauts-de-France;nan;Définitif;nan
75;5456.0;nan;nan;nan;nan;2013-02-01;20130102003000;00:30;Nouvelle-Aquitaine;nan;Définitif;nan
84;7674.0;nan;nan;nan;nan;2013-02-01;20130102003000;00:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
28;3552.0;5861.0;nan;5861.0;9413.0;2013-02-01;20130102010000;01:00;Normandie;Définitif;Définitif;nan
75;5224.0;2310.0;1865.0;4175.0;9399.0;2013-02-01;20130102010000;01:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
11;8427.0;nan;nan;nan;nan;2013-02-01;20130102013000;01:30;Île-de-France;nan;Définitif;nan
28;3613.0;nan;nan;nan;nan;2013-02-01;20130102013000;01:30;Normandie;nan;Définitif;nan
32;5768.0;nan;nan;nan;nan;2013-02-01;20130102013000;01:30;Hauts-de-France;nan;Définitif;nan
24;2400.0;2478.0;nan;2478.0;4878.0;2013-02-01;20130102020000;02:00;Centre-Val de Loire;Définitif;Définitif;nan
84;7467.0;6801.0;45.0;6846.0;14313.0;2013-02-01;20130102020000;02:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
93;5302.0;4306.0;nan;4306.0;9608.0;2013-02-01;20130102020000;02:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
44;4744.0;nan;nan;nan;nan;2013-02-01;20130102023000;02:30;Grand Est;nan;Définitif;nan
52;3291.0;nan;nan;nan;nan;2013-02-01;20130102023000;02:30;Pays de la Loire;nan;Définitif;nan
76;4475.0;nan;nan;nan;nan;2013-02-01;20130102023000;02:30;Occitanie;nan;Définitif;nan
27;2232.0;3479.0;nan;3479.0;5711.0;2013-02-01;20130102030000;03:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
32;5323.0;8310.0;nan;8310.0;13633.0;2013-02-01;20130102030000;03:00;Hauts-de-France;Définitif;Définitif;nan
52;3033.0;nan;nan;nan;nan;2013-02-01;20130102033000;03:30;Pays de la Loire;nan;Définitif;nan
52;3080.0;3671.0;nan;3671.0;6751.0;2013-02-01;20130102040000;04:00;Pays de la Loire;Définitif;Définitif;nan
53;2540.0;nan;nan;nan;nan;2013-02-01;20130102043000;04:30;Bretagne;nan;Définitif;nan
32;5213.0;9831.0;nan;9831.0;15044.0;2013-02-01;20130102050000;05:00;Hauts-de-France;Définitif;Définitif;nan
44;4497.0;9727.0;nan;9727.0;14224.0;2013-02-01;20130102050000;05:00;Grand Est;Définitif;Définitif;nan
84;7341.0;8922.0;62.0;8984.0;16325.0;2013-02-01;20130102050000;05:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
93;4881.0;4971.0;nan;4971.0;9852.0;2013-02-01;20130102050000;05:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
27;2292.0;nan;nan;nan;nan;2013-02-01;20130102053000;05:30;Bourgogne-Franche-Comté;nan;Définitif;nan
53;2685.0;nan;nan;nan;nan;2013-02-01;20130102053000;05:30;Bretagne;nan;Définitif;nan
75;5164.0;nan;nan;nan;nan;2013-02-01;20130102053000;05:30;Nouvelle-Aquitaine;nan;Définitif;nan
93;5050.0;5543.0;nan;5543.0;10593.0;2013-02-01;20130102060000;06:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
27;2455.0;nan;nan;nan;nan;2013-02-01;20130102063000;06:30;Bourgogne-Franche-Comté;nan;Définitif;nan
52;3616.0;nan;nan;nan;nan;2013-02-01;20130102063000;06:30;Pays de la Loire;nan;Définitif;nan
53;2946.0;nan;nan;nan;nan;2013-02-01;20130102063000;06:30;Bretagne;nan;Définitif;nan
11;10066.0;nan;nan;nan;nan;2013-02-01;20130102073000;07:30;Île-de-France;nan;Définitif;nan
28;4034.0;7239.0;nan;7239.0;11273.0;2013-02-01;20130102080000;08:00;Normandie;Définitif;Définitif;nan
11;10911.0;nan;nan;nan;nan;2013-02-01;20130102083000;08:30;Île-de-France;nan;Définitif;nan
24;3026.0;nan;nan;nan;nan;2013-02-01;20130102083000;08:30;Centre-Val de Loire;nan;Définitif;nan
44;5581.0;nan;nan;nan;nan;2013-02-01;20130102083000;08:30;Grand Est;nan;Définitif;nan
52;4246.0;nan;nan;nan;nan;2013-02-01;20130102083000;08:30;Pays de la Loire;nan;Définitif;nan
53;3408.0;nan;nan;nan;nan;2013-02-01;20130102083000;08:30;Bretagne;nan;Définitif;nan
84;8709.0;nan;nan;nan;nan;2013-02-01;20130102083000;08:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
24;2989.0;3724.0;nan;3724.0;6713.0;2013-02-01;20130102090000;09:00;Centre-Val de Loire;Définitif;Définitif;nan
44;5704.0;11237.0;nan;11237.0;16941.0;2013-02-01;20130102090000;09:00;Grand Est;Définitif;Définitif;nan
76;5360.0;1539.0;3420.0;4959.0;10319.0;2013-02-01;20130102090000;09:00;Occitanie;Définitif;Définitif;Définitif
27;2885.0;nan;nan;nan;nan;2013-02-01;20130102093000;09:30;Bourgogne-Franche-Comté;nan;Définitif;nan
93;6031.0;nan;nan;nan;nan;2013-02-01;20130102093000;09:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
32;6758.0;11721.0;nan;11721.0;18479.0;2013-02-01;20130102100000;10:00;Hauts-de-France;Définitif;Définitif;nan
24;3013.0;nan;nan;nan;nan;2013-02-01;20130102103000;10:30;Centre-Val de Loire;nan;Définitif;nan
84;9286.0;nan;nan;nan;nan;2013-02-01;20130102103000;10:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
93;6157.0;nan;nan;nan;nan;2013-02-01;20130102103000;10:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
44;5934.0;10997.0;nan;10997.0;16931.0;2013-02-01;20130102110000;11:00;Grand Est;Définitif;Définitif;nan
52;4334.0;4478.0;nan;4478.0;8812.0;2013-02-01;20130102110000;11:00;Pays de la Loire;Définitif;Définitif;nan
93;6127.0;5636.0;nan;5636.0;11763.0;2013-02-01;20130102110000;11:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
24;2899.0;nan;nan;nan;nan;2013-02-01;20130102113000;11:30;Centre-Val de Loire;nan;Définitif;nan
11;11383.0;3326.0;nan;3326.0;14709.0;2013-02-01;20130102120000;12:00;Île-de-France;Définitif;Définitif;nan
75;6724.0;3312.0;2749.0;6061.0;12785.0;2013-02-01;20130102120000;12:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
44;6198.0;nan;nan;nan;nan;2013-02-01;20130102123000;12:30;Grand Est;nan;Définitif;nan
93;6222.0;nan;nan;nan;nan;2013-02-01;20130102123000;12:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
27;3013.0;4262.0;nan;4262.0;7275.0;2013-02-01;20130102130000;13:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
32;7211.0;10807.0;nan;10807.0;18018.0;2013-02-01;20130102130000;13:00;Hauts-de-France;Définitif;Définitif;nan
44;6203.0;10180.0;nan;10180.0;16383.0;2013-02-01;20130102130000;13:00;Grand Est;Définitif;Définitif;nan
76;5676.0;1268.0;2926.0;4194.0;9870.0;2013-02-01;20130102130000;13:00;Occitanie;Définitif;Définitif;Définitif
27;2965.0;nan;nan;nan;nan;2013-02-01;20130102133000;13:30;Bourgogne-Franche-Comté;nan;Définitif;nan
28;4236.0;nan;nan;nan;nan;2013-02-01;20130102133000;13:30;Normandie;nan;Définitif;nan
53;3506.0;nan;nan;nan;nan;2013-02-01;20130102133000;13:30;Bretagne;nan;Définitif;nan
84;9389.0;nan;nan;nan;nan;2013-02-01;20130102133000;13:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
11;11131.0;3269.0;nan;3269.0;14400.0;2013-02-01;20130102140000;14:00;Île-de-France;Définitif;Définitif;nan
53;3469.0;nan;nan;nan;nan;2013-02-01;20130102143000;14:30;Bretagne;nan;Définitif;nan
27;2858.0;4178.0;nan;4178.0;7036.0;2013-02-01;20130102150000;15:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
52;3746.0;3719.0;nan;3719.0;7465.0;2013-02-01;20130102150000;15:00;Pays de la Loire;Définitif;Définitif;nan
93;5951.0;5014.0;nan;5014.0;10965.0;2013-02-01;20130102150000;15:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
28;4018.0;nan;nan;nan;nan;2013-02-01;20130102153000;15:30;Normandie;nan;Définitif;nan
32;6692.0;nan;nan;nan;nan;2013-02-01;20130102153000;15:30;Hauts-de-France;nan;Définitif;nan
93;5871.0;nan;nan;nan;nan;2013-02-01;20130102153000;15:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
24;2626.0;3024.0;nan;3024.0;5650.0;2013-02-01;20130102160000;16:00;Centre-Val de Loire;Définitif;Définitif;nan
28;4023.0;6708.0;nan;6708.0;10731.0;2013-02-01;20130102160000;16:00;Normandie;Définitif;Définitif;nan
53;3241.0;2661.0;nan;2661.0;5902.0;2013-02-01;20130102160000;16:00;Bretagne;Définitif;Définitif;nan
93;5782.0;5284.0;nan;5284.0;11066.0;2013-02-01;20130102160000;16:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
24;2626.0;nan;nan;nan;nan;2013-02-01;20130102163000;16:30;Centre-Val de Loire;nan;Définitif;nan
28;4060.0;nan;nan;nan;nan;2013-02-01;20130102163000;16:30;Normandie;nan;Définitif;nan
27;2856.0;4421.0;nan;4421.0;7277.0;2013-02-01;20130102170000;17:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
32;6855.0;11057.0;nan;11057.0;17912.0;2013-02-01;20130102170000;17:00;Hauts-de-France;Définitif;Définitif;nan
11;11463.0;nan;nan;nan;nan;2013-02-01;20130102173000;17:30;Île-de-France;nan;Définitif;nan
32;7093.0;nan;nan;nan;nan;2013-02-01;20130102173000;17:30;Hauts-de-France;nan;Définitif;nan
44;6209.0;nan;nan;nan;nan;2013-02-01;20130102173000;17:30;Grand Est;nan;Définitif;nan
52;3878.0;nan;nan;nan;nan;2013-02-01;20130102173000;17:30;Pays de la Loire;nan;Définitif;nan
27;3151.0;4422.0;nan;4422.0;7573.0;2013-02-01;20130102180000;18:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
28;4384.0;6719.0;nan;6719.0;11103.0;2013-02-01;20130102180000;18:00;Normandie;Définitif;Définitif;nan
52;4100.0;3864.0;nan;3864.0;7964.0;2013-02-01;20130102180000;18:00;Pays de la Loire;Définitif;Définitif;nan
76;5866.0;1523.0;3227.0;4750.0;10616.0;2013-02-01;20130102180000;18:00;Occitanie;Définitif;Définitif;Définitif
24;3023.0;nan;nan;nan;nan;2013-02-01;20130102183000;18:30;Centre-Val de Loire;nan;Définitif;nan
27;3203.0;nan;nan;nan;nan;2013-02-01;20130102183000;18:30;Bourgogne-Franche-Comté;nan;Définitif;nan
24;3106.0;3006.0;nan;3006.0;6112.0;2013-02-01;20130102190000;19:00;Centre-Val de Loire;Définitif;Définitif;nan
32;7469.0;10792.0;nan;10792.0;18261.0;2013-02-01;20130102190000;19:00;Hauts-de-France;Définitif;Définitif;nan
44;6566.0;10536.0;nan;10536.0;17102.0;2013-02-01;20130102190000;19:00;Grand Est;Définitif;Définitif;nan
52;4336.0;3764.0;nan;3764.0;8100.0;2013-02-01;20130102190000;19:00;Pays de la Loire;Définitif;Définitif;nan
11;11906.0;nan;nan;nan;nan;2013-02-01;20130102193000;19:30;Île-de-France;nan;Définitif;nan
84;9942.0;nan;nan;nan;nan;2013-02-01;20130102193000;19:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
76;6036.0;1450.0;3096.0;4546.0;10582.0;2013-02-01;20130102200000;20:00;Occitanie;Définitif;Définitif;Définitif
76;5888.0;nan;nan;nan;nan;2013-02-01;20130102203000;20:30;Occitanie;nan;Définitif;nan
84;9417.0;nan;nan;nan;nan;2013-02-01;20130102203000;20:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
28;4086.0;6295.0;nan;6295.0;10381.0;2013-02-01;20130102210000;21:00;Normandie;Définitif;Définitif;nan
75;6361.0;2983.0;2898.0;5881.0;12242.0;2013-02-01;20130102210000;21:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
93;6298.0;5798.0;nan;5798.0;12096.0;2013-02-01;20130102210000;21:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
76;5618.0;nan;nan;nan;nan;2013-02-01;20130102213000;21:30;Occitanie;nan;Définitif;nan
84;9024.0;nan;nan;nan;nan;2013-02-01;20130102213000;21:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
27;3004.0;3983.0;nan;3983.0;6987.0;2013-02-01;20130102220000;22:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
44;5712.0;9215.0;nan;9215.0;14927.0;2013-02-01;20130102220000;22:00;Grand Est;Définitif;Définitif;nan
53;2968.0;2071.0;nan;2071.0;5039.0;2013-02-01;20130102220000;22:00;Bretagne;Définitif;Définitif;nan
